Timestamp,"Confidentiality and Privacy: Your privacy is important to us. All responses you provide will be kept strictly confidential and anonymous, and the results will only be analyzed in aggregate. Your personal information will not be shared with any third parties, and the data collected will be used for research purposes only.
Voluntary Participation: Participation in this study is entirely voluntary, and you have the right to withdraw at any time during the period the questionnaire is available for your completion. 
Contact Information: If you have any questions or concerns about the study, please feel free to contact us at: Ashrin Mobashira Shifa (ashrin.shifa@northsouth.edu)
By checking the ""I Agree"" box below, you indicate your voluntary consent to participate in this research study.",Gender,Age,Occupation,Marital status,Monthly household income (approximate),What activities were you involved in between 5:00 AM - 5:30 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 5:30 AM - 6:00 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 6:00 AM - 6:30 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 6:30 AM - 7:00 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 7:00 AM - 7:30 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 7:30 AM - 8:00 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 8:00 AM - 8:30 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 8:30 AM - 9:00 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 9:00 AM - 9:30 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 9:30 AM - 10:00 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 10:00 AM - 10:30 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 10:30 AM - 11:00 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 11:00 AM - 11:30 AM? Please select the most applicable option from the menu provided.,What activities were you involved in between 11:30 AM - 12:00 PM? Please select the most applicable option from the menu provided.,What was you activity between 12:00 PM - 12:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 12:30 PM - 1:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 1:00 PM - 1:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 1:30 PM - 2:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 2:00 PM - 2:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 2:30 PM - 3:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 3:00 PM - 3:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 3:30 PM - 4:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 4:00 PM - 4:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 4:30 PM - 5:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 5:00 PM - 5:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 5:30 PM - 6:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 6:00 PM - 6:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 6:30 PM - 7:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 7:00 PM - 7:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 7:30 PM - 8:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 8:00 PM - 8:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 8:30 PM - 9:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 9:00 PM - 9:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 9:30 PM - 10:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 10:00 PM - 10:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 10:30 PM - 11:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 11:00 PM - 11:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 11:30 PM - 12:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 12:00 AM - 12:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 12:30 AM - 1:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 1:00 AM - 1:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 1:30 AM - 2:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 2:00 AM - 2:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 2:30 AM - 3:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 3:00 AM - 3:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 3:30 AM - 4:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 4:00 AM - 4:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 4:30 AM - 5:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 5:00 AM - 5:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 5:30 AM - 6:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 6:00 AM - 6:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 6:30 AM - 7:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 7:00 AM - 7:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 7:30 AM - 8:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 8:00 AM - 8:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 8:30 AM - 9:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 9:00 AM - 9:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 9:30 AM - 10:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 10:00 AM - 10:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 10:30 AM - 11:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 11:00 AM - 11:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 11:30 AM - 12:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 12:00 PM - 12:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 12:30 PM - 1:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 1:00 PM - 1:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 1:30 PM - 2:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 2:00 PM - 2:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 2:30 PM - 3:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 3:00 PM - 3:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 3:30 PM - 4:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 4:00 PM - 4:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 4:30 PM - 5:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 5:00 PM - 5:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 5:30 PM - 6:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 6:00 PM - 6:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 6:30 PM - 7:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 7:00 PM - 7:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 7:30 PM - 8:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 8:00 PM - 8:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 8:30 PM - 9:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 9:00 PM - 9:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 9:30 PM - 10:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 10:00 PM - 10:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 10:30 PM - 11:00 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 11:00 PM - 11:30 PM ?  Please select the most applicable option from the menu provided.,What was you activity between 11:30 PM - 12:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 12:00 AM - 12:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 12:30 AM - 1:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 1:00 AM - 1:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 1:30 AM - 2:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 2:00 AM - 2:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 2:30 AM - 3:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 3:00 AM - 3:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 3:30 AM - 4:00 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 4:00 AM - 4:30 AM ?  Please select the most applicable option from the menu provided.,What was you activity between 4:30 AM - 5:00 AM ?  Please select the most applicable option from the menu provided.,"When I must choose between the two, I usually dress for fashion, not for comfort.",An important part of my life and activities is dressing smartly.,A person should try to dress in style.
2023/09/27 8:33:21 PM GMT+6,I Agree,Male,26,Student,Single,70000,Sleeping,Sleeping,Exercise,Traveling,Traveling,Reading or Writing,University Class,University Class,University Class,Eating,University Class,Phone Calls,University Class,Socializing,Socializing,Study,Religion or Spiritual Activities,Eating,University Class,Phone Calls,Video Games,Reading or Writing,Socializing,University Class,University Class,Travelling,Travelling,Travelling,Religion or Spiritual Activities,Family Time,Family Time,Study,Study,Eating,Personal Care,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Exercise,Sports,Sports,Sports,Eating,Caring for Pets,Family Time,Family Time,Socializing,Socializing,Housework,Housework,Personal Care,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Phone Calls,Entertainment,Sports,Sports,Entertainment,Religion or Spiritual Activities,Socializing,Socializing,Study,Study,Study,Family Time,Video Games,Family Time,Eating,Phone Calls,Entertainment,Sleeping,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,4,5,5
2023/09/27 9:20:09 PM GMT+6,I Agree,Female,24,Student,Single,30000,Sleeping,Sleeping,Sleeping,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,Eating,Study,Study,University Class,University Class,University Class,University Class,Travelling,Travelling,Travelling,Eating,Work,Work,Housework,Housework,Study,Study,Caring for Pets,Study,Eating,Entertainment,Study,Religion or Spiritual Activities,Work,Personal Care,Caring for Pets,Study,Sleeping,Sleeping,Sleeping,Sleeping,Caring for Pets,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Work,Work,Study,Entertainment,Housework,Housework,Personal Care,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Caring for Pets,Caring for Pets,Study,Entertainment,Traveling,Religion or Spiritual Activities,Study,Study,Study,Study,Study,Eating,Caring for Pets,Entertainment,Socializing,Socializing,Study,Personal Care,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,1,1,3
2023/09/27 10:04:02 PM GMT+6,I Agree,Female,23,Student,Single,70000,Religion or Spiritual Activities,Sleeping,Sleeping,Personal Care,Traveling,Traveling,Traveling,Eating,Study,Study,Study,University Class,University Class,University Class,Work,Work,Eating,University Class,University Class,Religion or Spiritual Activities,Sleeping,Entertainment,Entertainment,University Class,University Class,Religion or Spiritual Activities,Travelling,Travelling,Travelling,Travelling,Family Time,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Entertainment,Sleeping,Sleeping,Housework,Eating,Housework,Housework,Study,Study,Entertainment,Family Time,Sleeping,Entertainment,Sleeping,Entertainment,Study,Study,Study,Family Time,Family Time,Entertainment,Entertainment,Family Time,Work,Work,Family Time,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,2,3
2023/09/27 10:57:28 PM GMT+6,I Agree,Male,25,Student,Single,275000,University Class,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Entertainment,Entertainment,Study,Study,Study,Study,Study,Study,University Class,University Class,University Class,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Eating,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Entertainment,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Entertainment,Entertainment,Study,Study,Study,Study,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,5,5,5
2023/09/27 11:14:44 PM GMT+6,I Agree,Male,22,Student,Single,30000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Personal Care,Video Games,Reading or Writing,Entertainment,Personal Care,Personal Care,Reading or Writing,Entertainment,Caring for Pets,Sleeping,Study,Study,Study,Study,Eating,Personal Care,Video Games,Video Games,Eating,Study,Study,Entertainment,Video Games,Study,Study,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Study,Study,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Study,Study,Study,Study,Eating,Traveling,Personal Care,Video Games,Caring for Pets,Video Games,Video Games,Video Games,Study,Study,Eating,Personal Care,Study,Study,Video Games,Video Games,Video Games,Video Games,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,2,1
2023/09/27 11:34:48 PM GMT+6,I Agree,Female,23,Student,Single,300000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Entertainment,Religion or Spiritual Activities,Eating,Family Time,Family Time,Sleeping,Housework,Socializing,Religion or Spiritual Activities,Housework,Religion or Spiritual Activities,Exercise,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Religion or Spiritual Activities,Entertainment,Family Time,Family Time,Socializing,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Study,Study,Entertainment,Study,Study,Study,Study,Study,Study,Study,Study,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,5,5
2023/09/28 12:02:42 AM GMT+6,I Agree,Male,23,Student,Single,500000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,University Class,University Class,University Class,Eating,Entertainment,Study,Study,Religion or Spiritual Activities,Study,Study,Study,Eating,Study,Eating,Religion or Spiritual Activities,University Class,University Class,Religion or Spiritual Activities,Eating,Entertainment,Religion or Spiritual Activities,Travelling,Video Games,Video Games,Socializing,Eating,Entertainment,Entertainment,Entertainment,Study,Study,Study,Eating,Entertainment,Study,Entertainment,Study,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Traveling,Eating,Video Games,Video Games,Entertainment,Entertainment,Religion or Spiritual Activities,Socializing,Religion or Spiritual Activities,Study,Study,Video Games,Video Games,Entertainment,Eating,Religion or Spiritual Activities,Family Time,Socializing,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,3,4
2023/09/28 12:09:42 AM GMT+6,I Agree,Male,21,Student,Single,300000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,University Class,University Class,University Class,University Class,University Class,University Class,Video Games,Video Games,Study,Study,Eating,Phone Calls,Travelling,Housework,Personal Care,Personal Care,Entertainment,Entertainment,Socializing,Family Time,Family Time,Travelling,Socializing,Eating,Phone Calls,Travelling,Housework,Video Games,Video Games,Video Games,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Eating,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Traveling,Shopping,Shopping,Traveling,Phone Calls,Study,Study,Study,Entertainment,Entertainment,Family Time,Family Time,Reading or Writing,Video Games,Video Games,Video Games,Video Games,Video Games,Housework,Housework,Personal Care,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,2,3
2023/09/28 12:22:54 AM GMT+6,I Agree,Male,23,Student,Single,100000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Phone Calls,Entertainment,Socializing,Socializing,Family Time,Study,Eating,Housework,Entertainment,Entertainment,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Religion or Spiritual Activities,Entertainment,Entertainment,Housework,Entertainment,Socializing,Phone Calls,Phone Calls,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Reading or Writing,Religion or Spiritual Activities,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,5,5,5
2023/09/28 1:06:25 AM GMT+6,I Agree,Male,24,Student,Single,150000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Traveling,Travelling,University Class,University Class,University Class,University Class,Eating,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Travelling,Exercise,Exercise,Exercise,Eating,Entertainment,Study,Study,Study,Study,Entertainment,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Socializing,Entertainment,Traveling,Entertainment,Socializing,Eating,Study,Study,Entertainment,Socializing,Entertainment,Traveling,Traveling,Exercise,Exercise,Exercise,Exercise,Traveling,Socializing,Entertainment,Eating,Nightlife,Entertainment,Nightlife,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,4,5,5
2023/09/28 1:26:10 AM GMT+6,I Agree,Male,25,Student,Married,20000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Traveling,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Travelling,Eating,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Eating,Study,Study,Study,Study,Study,Study,Study,Study,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Housework,Housework,Housework,Housework,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Eating,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Family Time,Family Time,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,2,3
2023/09/28 11:53:40 AM GMT+6,I Agree,Male,23,Student,Single,10000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Housework,Personal Care,Religion or Spiritual Activities,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Eating,Study,Study,Study,Study,Study,Study,Study,Eating,Study,Study,Work,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Work,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Video Games,Socializing,Eating,Study,Study,Study,Study,Study,Study,Study,Eating,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,3,3
2023/09/28 1:49:22 PM GMT+6,I Agree,Female,22,Student,Single,0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,Eating,Socializing,Socializing,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Travelling,Travelling,Travelling,Family Time,Study,Study,Eating,Study,Study,Study,Study,Study,Study,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Family Time,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Study,Study,Study,Study,Sleeping,Sleeping,Entertainment,Entertainment,Family Time,Family Time,Study,Study,Study,Study,Study,Eating,Housework,Study,Study,Study,Study,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,3,3
2023/09/28 2:36:54 PM GMT+6,I Agree,Male,25,Student,Single,2000000,Sleeping,Sleeping,Sleeping,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,Caring for Pets,Personal Care,Personal Care,Personal Care,Reading or Writing,Reading or Writing,Religion or Spiritual Activities,Sports,Sports,Video Games,Video Games,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Nightlife,Housework,Housework,Eating,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,Traveling,University Class,University Class,University Class,Traveling,Traveling,Eating,Caring for Pets,Caring for Pets,Religion or Spiritual Activities,Housework,Sleeping,Reading or Writing,Housework,Family Time,Socializing,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Religion or Spiritual Activities,Socializing,Nightlife,Personal Care,Eating,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,5,3
2023/09/28 5:39:42 PM GMT+6,I Agree,Male,25,Student,Single,30000,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,Eating,Phone Calls,University Class,University Class,Socializing,Socializing,University Class,University Class,Socializing,University Class,University Class,University Class,University Class,Eating,Work,Work,Work,Work,Work,Work,Work,Family Time,Socializing,Socializing,Eating,Exercise,Personal Care,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Socializing,Family Time,Socializing,Socializing,Traveling,Traveling,Traveling,Shopping,Traveling,Shopping,Shopping,Traveling,Traveling,Traveling,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Eating,Study,Study,Study,Study,Personal Care,Sleeping,Sleeping,1,5,5
2023/09/28 9:32:23 PM GMT+6,I Agree,Male,23,Student,Do not prefer to disclose,60000,Sleeping,Sleeping,Sleeping,Eating,Traveling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Eating,University Class,University Class,University Class,University Class,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Caring for Pets,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Housework,Housework,Caring for Pets,Caring for Pets,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Study,Study,Study,Socializing,Socializing,Socializing,Socializing,Family Time,Family Time,Family Time,Family Time,Family Time,Socializing,Nightlife,Nightlife,Nightlife,Nightlife,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Cooking,Eating,Sleeping,Sleeping,Sleeping,3,4,4
2023/09/28 11:04:40 PM GMT+6,I Agree,Male,21,Student,Single,50,Video Games,Study,Video Games,Cooking,Eating,Exercise,University Class,University Class,University Class,Entertainment,Entertainment,Entertainment,University Class,University Class,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Exercise,Housework,Video Games,Video Games,Video Games,Video Games,Cooking,Eating,Video Games,Video Games,Video Games,Video Games,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Entertainment,Video Games,Video Games,Video Games,Housework,Personal Care,Religion or Spiritual Activities,Video Games,Video Games,Video Games,Entertainment,Eating,Entertainment,Entertainment,Entertainment,Video Games,Video Games,Video Games,Study,Study,Study,Study,Study,Study,Cooking,Eating,Video Games,Video Games,Video Games,Video Games,Video Games,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,4,3
